25.075,25.395,25.47303,25.5,25.695
25.11,25.565,25.62585,25.5,25.99
25.1,25.465,25.49223,25.44,25.905
25.185,25.71,25.56833,25.475,25.89
25.11,25.77,25.59566,25.585,25.845
25.135,25.795,25.71043,25.55,25.975
25.175,25.735,25.63042,25.585,25.83
25.135,25.785,25.66645,25.56,25.83
25.195,25.81,25.6981,25.55,26.04
25.175,25.83,25.70609,25.645,26.025
25.26,25.635,25.64699,25.625,25.965
25.26,25.93,25.71938,25.645,26.025
25.305,25.965,25.7769,25.625,25.975
25.27,25.88,25.77682,25.635,26.075
25.32,25.82,25.74536,25.72,26.065
25.345,25.785,25.78408,25.66,26.22
25.38,25.93,25.89334,25.71,26.195
25.33,25.98,25.9473,25.795,26.32
25.48,26.04,25.90016,25.865,26.16
25.465,26.245,26.00164,25.865,26.355
25.455,26.175,26.05138,25.89,26.355
25.575,26.21,26.02664,25.855,26.305
25.55,26.09,26.07849,25.965,26.345
25.54,26.135,26.04892,26.075,26.415
25.575,26.225,26.12752,26.21,26.415
25.6,26.335,26.1714,26.085,26.32
25.65,26.245,26.09292,26.11,26.26
25.65,26.285,26.16551,26.075,26.465
25.635,26.335,26.18848,26.17,26.415
25.76,26.405,26.25954,26.135,26.455
25.795,26.32,26.27745,26.15,26.465
25.785,26.395,26.20689,26.16,26.395
25.745,26.49,26.27846,26.26,26.49
25.72,26.395,26.25697,26.26,26.38
25.77,26.405,26.27891,26.295,26.55
25.81,26.31,26.33902,26.295,26.575
25.895,26.295,26.38356,26.415,26.635
25.955,26.355,26.35655,26.39,26.635
25.895,26.54,26.46963,26.455,26.745
25.98,26.445,26.47394,26.625,26.66
26.025,26.555,26.50982,26.66,26.72
26.1,26.6,26.59052,26.675,26.785
26.15,26.65,26.56164,26.71,26.72
26.04,26.845,26.55932,26.61,26.72
26.09,26.835,26.69977,26.735,26.81
26.05,26.88,26.69352,26.77,26.845
26.115,26.97,26.7574,26.88,26.83
26.125,26.99,26.78795,26.915,26.82
26.175,26.795,26.76638,26.99,26.88
26.285,26.88,26.83493,27.04,26.92
26.355,26.88,26.84122,27.09,26.955
26.395,26.93,26.8714,27.135,26.98
26.335,27.04,26.93634,27.185,27.015
26.32,27.235,26.95991,27.185,27.015
26.455,27.31,27.10495,27.185,27.075
26.43,27.445,27.1767,27.43,27.05
26.445,27.31,27.10065,27.48,26.98
26.465,27.36,27.15243,27.59,27.075
26.555,27.185,27.16558,27.54,27.09
26.515,27.2,27.1132,27.345,27.225
26.515,27.47,27.27688,27.48,27.32
26.48,27.48,27.15591,27.245,27.32
26.59,27.59,27.3045,27.42,27.335
26.64,27.555,27.36898,27.49,27.42
26.66,28.005,27.42066,27.48,27.445
26.835,28.175,27.53894,27.65,27.295
26.99,28.37,27.62281,27.6,27.43
27.015,28.02,27.65358,27.635,27.64
27.1,28.395,27.72056,27.745,27.615
27.15,28.19,27.64844,27.54,27.54
27.235,28.105,27.6686,27.685,27.615
27.295,27.76,27.6432,27.685,27.59
27.32,27.845,27.68811,27.785,27.65
27.25,28.08,27.79223,27.895,27.675
27.405,27.97,27.75863,27.795,27.685
27.31,27.82,27.77367,27.81,27.81
27.395,27.75,27.77848,27.99,27.895
27.43,28.055,27.84987,27.965,27.88
27.605,28.115,27.89078,27.93,27.845
27.54,28.605,28.12433,27.99,28.015
27.86,28.605,28.20936,28.075,28.055
27.895,28.605,28.14587,27.955,28.065
28.055,28.58,28.2461,28.015,28.125
27.955,28.58,28.25148,28.26,28.15
28.19,28.53,28.33738,28.36,28.235
28.36,28.48,28.33645,28.175,28.21
28.3,28.37,28.36898,28.345,28.31
28.31,28.495,28.44588,28.48,28.36
28.36,28.53,28.45411,28.175,28.385
28.385,28.13,28.3868,28.345,28.395
28.09,28.48,28.44635,28.615,28.31
28.19,28.64,28.52773,28.48,28.42
28.31,28.725,28.56606,28.6,28.36
28.25,28.42,28.25956,28.14,28.115
28.2,28.665,28.35042,28.04,28.25
28.175,28.285,28.27078,28.15,28.285
28.13,28.065,28.16316,28.065,28.2
28.04,27.98,28.05506,27.92,28.2
28.115,28.02,28.08938,28.2,28.015
27.945,27.995,28.08451,27.945,28.115
27.945,28.175,28.17717,28.26,28.125
28.09,28.19,28.12166,28.1,28.09
28.09,28.055,28.11484,28.03,27.99
28.13,28.13,28.17012,28.25,28.055
28.165,28.08,28.20388,28.125,28.165
28.03,28.165,28.20724,28.14,28.225
28.08,28.055,28.20552,28.2,28.165
28.055,28.14,28.21798,28.27,28.25
28.215,28.165,28.27894,28.235,28.2
28.26,28.385,28.33817,28.15,28.225
28.275,28.19,28.31854,28.285,28.385
28.385,28.26,28.42062,28.505,28.335
28.64,28.235,28.54218,28.675,28.395
28.445,28.335,28.45704,28.26,28.54
28.74,28.615,28.61852,28.405,28.395
28.75,28.41,28.63483,28.515,28.505
28.7,28.59,28.62565,28.64,28.555
28.655,28.59,28.71491,28.675,28.615
28.765,28.42,28.64198,28.445,28.605
28.86,28.275,28.6402,28.6,28.605
28.825,28.655,28.73287,28.58,28.75
28.725,28.775,28.58155,28.015,28.54
28.715,28.435,28.50332,28.125,28.59
28.895,27.885,28.51836,28.555,28.605
28.87,28.14,28.48176,28.235,28.64
28.8,28.48,28.6563,28.42,28.675
29.045,28.42,28.69519,28.31,28.625
29.02,28.455,28.74502,28.43,28.71
28.895,28.605,28.66387,28.185,28.64
28.87,28.545,28.75486,28.54,28.69
28.945,28.445,28.76632,28.54,28.75
29.045,28.86,28.83351,28.625,28.665
28.97,28.75,28.81089,28.685,28.75
29.165,28.775,28.88147,28.725,28.835
29.29,28.655,28.98436,28.725,28.91
29.36,28.96,29.01837,28.795,28.93
29.505,28.75,29.04429,28.92,28.92
29.165,28.655,28.94214,28.725,28.995
29.09,28.615,28.9175,28.905,29.04
29.115,28.96,29.07544,29.165,28.93
29.005,29.2,29.14108,29.015,28.945
29.24,28.8,29.09203,28.995,28.945
29.24,28.835,28.99522,28.775,29.02
29.47,28.835,29.08682,28.995,28.995
29.52,28.665,29.19928,29.055,29.225
29.495,28.885,29.22927,29.31,29.065
29.57,29.2,29.37767,29.445,29.15
29.715,28.785,29.31793,29.275,29.19
29.57,29.265,29.2896,29.015,29.165
29.63,29.2,29.28704,28.86,29.14
29.86,29.02,29.27936,28.98,29.235
29.92,28.52,29.22664,29.03,29.335
29.935,29.105,29.48386,29.225,29.47
29.935,29.435,29.54625,29.14,29.565
29.86,29.445,29.53378,29.15,29.345
29.655,29.225,29.48846,29.26,29.47
29.74,29.045,29.42729,29.455,29.42
29.765,29.25,29.50727,29.3,29.395
29.64,29.715,29.62524,29.495,29.385
29.91,29.3,29.42242,28.795,29.42
30.08,29.155,29.60022,29.53,29.435
30.51,28.665,29.57724,29.31,29.675
30.34,29.265,29.71824,29.54,29.675
30.36,29.36,30.03059,30.35,29.74
30.385,29.595,30.0272,30.155,29.765
30.25,30.12,30.05659,29.92,29.715
30.01,29.655,29.78812,29.565,29.785
30.425,29.79,30.04477,29.81,29.81
30.765,29.715,30.0651,29.59,29.945
30.47,29.64,29.959,29.64,29.86
30.205,29.875,29.87352,29.615,29.775
30.445,29.725,29.93117,29.48,29.835
30.095,30.03,29.86516,29.455,29.775
30.24,29.945,29.8627,29.495,29.615
30.4,29.715,29.88444,29.64,29.665
30.495,29.165,29.79194,29.76,29.605
30.385,29.445,29.80392,29.41,29.69
30.605,29.53,29.8518,29.42,29.63
30.645,29.435,30.00538,29.86,29.85
30.605,29.505,29.90672,29.75,29.75
30.485,29.545,29.87949,29.7,29.785
30.69,29.74,30.06691,29.75,29.775
30.815,29.545,30.01159,29.895,29.775
30.755,29.655,29.93928,29.19,29.8
30.605,29.875,30.00336,29.615,29.86
30.605,29.86,30.16422,29.995,29.86
30.605,29.595,30.08628,30.065,29.995
30.85,29.69,30.28821,29.92,30.375
30.85,30.01,30.20323,29.725,30.155
31.01,29.53,30.31414,30.275,30.105
31.13,29.85,30.50876,30.41,30.31
31.155,29.96,30.46901,30.13,30.275
31.105,29.945,30.36172,29.735,30.325
31.28,30.25,30.54234,30.03,30.35
31.435,29.91,30.54147,30.37,30.265
31.915,30.19,30.71154,30.155,30.58
31.85,30.435,30.95807,30.63,30.595
31.605,30.425,30.9464,30.935,30.655
31.655,30.385,30.89545,30.7,30.505
33.245,30.73,31.53332,31.045,30.825
34.38,30.445,31.90675,31.19,31.385
33.12,30.18,31.50192,30.995,31.535
33.635,30.315,31.6509,31.14,31.485
32.915,30.435,31.61973,31.225,31.545
32.095,31.02,31.44063,31.045,31.34
32.18,31.17,31.51504,31.055,31.34
31.535,30.69,31.10416,30.8,31.14
31.145,30.85,31.17466,31.25,31.325
30.4,30.91,31.00423,31.165,31.24
30.265,31.045,30.81123,30.85,30.945
30.34,30.91,30.80847,30.79,30.9
30.555,30.63,30.72902,30.665,30.725
30.875,30.47,30.73367,30.545,30.815
30.605,30.485,30.78466,30.835,30.97
31.035,30.35,30.94067,31.07,31.08
31.45,30.535,31.03789,30.96,31.12
31.155,30.62,31.01128,31.08,31.19
30.68,30.23,30.82917,31.155,31.08
30.975,30.595,31.00232,31.095,30.995
31.315,30.68,31.14567,31.36,30.945
31.46,30.775,31.18711,31.225,30.945
31.425,31.12,31.36842,31.265,31.46
31.96,30.95,31.46386,31.36,31.36
32.22,30.73,31.40899,31.205,31.46
